0.000000000000000000e+00,1.000000000000000000e+02,9.000000000000000000e+00,-3.833333333333334147e-01,3.000000000000000000e+00,9.900000000000000000e+01
3.000000000000000000e+00,9.900000000000000000e+01,9.000000000000000000e+00,-2.111111111111111938e-01,6.000000000000000000e+00,9.800000000000000000e+01
6.000000000000000000e+00,9.800000000000000000e+01,9.000000000000000000e+00,-2.055555555555556579e-01,6.000000000000000000e+00,9.700000000000000000e+01
6.000000000000000000e+00,9.700000000000000000e+01,9.000000000000000000e+00,-3.111111111111112271e-01,4.000000000000000000e+00,9.600000000000000000e+01
4.000000000000000000e+00,9.600000000000000000e+01,9.000000000000000000e+00,-4.166666666666666852e-01,2.000000000000000000e+00,9.500000000000000000e+01
2.000000000000000000e+00,9.500000000000000000e+01,9.000000000000000000e+00,-4.666666666666666741e-01,1.000000000000000000e+00,9.400000000000000000e+01
1.000000000000000000e+00,9.400000000000000000e+01,9.000000000000000000e+00,-5.166666666666667185e-01,0.000000000000000000e+00,9.300000000000000000e+01
0.000000000000000000e+00,9.300000000000000000e+01,9.000000000000000000e+00,-4.555555555555556024e-01,1.000000000000000000e+00,9.200000000000000000e+01
1.000000000000000000e+00,9.200000000000000000e+01,9.000000000000000000e+00,-3.944444444444444309e-01,2.000000000000000000e+00,9.100000000000000000e+01
2.000000000000000000e+00,9.100000000000000000e+01,9.000000000000000000e+00,-4.444444444444444198e-01,1.000000000000000000e+00,9.000000000000000000e+01
1.000000000000000000e+00,9.000000000000000000e+01,9.000000000000000000e+00,-4.944444444444444642e-01,0.000000000000000000e+00,8.900000000000000000e+01
0.000000000000000000e+00,8.900000000000000000e+01,9.000000000000000000e+00,-4.333333333333333481e-01,1.000000000000000000e+00,8.800000000000000000e+01
1.000000000000000000e+00,8.800000000000000000e+01,9.000000000000000000e+00,-4.277777777777778123e-01,1.000000000000000000e+00,8.700000000000000000e+01
1.000000000000000000e+00,8.700000000000000000e+01,9.000000000000000000e+00,-4.777777777777777457e-01,0.000000000000000000e+00,8.600000000000000000e+01
0.000000000000000000e+00,8.600000000000000000e+01,9.000000000000000000e+00,-3.611111111111111049e-01,2.000000000000000000e+00,8.500000000000000000e+01
2.000000000000000000e+00,8.500000000000000000e+01,9.000000000000000000e+00,-4.666666666666666741e-01,0.000000000000000000e+00,8.400000000000000000e+01
0.000000000000000000e+00,8.400000000000000000e+01,9.000000000000000000e+00,-2.944444444444445086e-01,3.000000000000000000e+00,8.300000000000000000e+01
3.000000000000000000e+00,8.300000000000000000e+01,9.000000000000000000e+00,-4.000000000000000222e-01,1.000000000000000000e+00,8.200000000000000000e+01
1.000000000000000000e+00,8.200000000000000000e+01,9.000000000000000000e+00,-3.388888888888888506e-01,2.000000000000000000e+00,8.100000000000000000e+01
2.000000000000000000e+00,8.100000000000000000e+01,9.000000000000000000e+00,-3.888888888888888395e-01,1.000000000000000000e+00,8.000000000000000000e+01
1.000000000000000000e+00,8.000000000000000000e+01,9.000000000000000000e+00,-3.833333333333333037e-01,1.000000000000000000e+00,7.900000000000000000e+01
1.000000000000000000e+00,7.900000000000000000e+01,9.000000000000000000e+00,-4.333333333333333481e-01,0.000000000000000000e+00,7.800000000000000000e+01
0.000000000000000000e+00,7.800000000000000000e+01,9.000000000000000000e+00,-3.166666666666667074e-01,2.000000000000000000e+00,7.700000000000000000e+01
2.000000000000000000e+00,7.700000000000000000e+01,9.000000000000000000e+00,-2.555555555555556468e-01,3.000000000000000000e+00,7.600000000000000000e+01
3.000000000000000000e+00,7.600000000000000000e+01,9.000000000000000000e+00,-3.611111111111111605e-01,1.000000000000000000e+00,7.500000000000000000e+01
1.000000000000000000e+00,7.500000000000000000e+01,9.000000000000000000e+00,-1.333333333333333592e-01,5.000000000000000000e+00,7.400000000000000000e+01
5.000000000000000000e+00,7.400000000000000000e+01,9.000000000000000000e+00,-1.833333333333334036e-01,4.000000000000000000e+00,7.300000000000000000e+01
4.000000000000000000e+00,7.300000000000000000e+01,9.000000000000000000e+00,-2.888888888888889173e-01,2.000000000000000000e+00,7.200000000000000000e+01
2.000000000000000000e+00,7.200000000000000000e+01,9.000000000000000000e+00,-3.388888888888889062e-01,1.000000000000000000e+00,7.100000000000000000e+01
1.000000000000000000e+00,7.100000000000000000e+01,9.000000000000000000e+00,-2.222222222222222376e-01,3.000000000000000000e+00,7.000000000000000000e+01
3.000000000000000000e+00,7.000000000000000000e+01,9.000000000000000000e+00,-5.000000000000004441e-02,6.000000000000000000e+00,6.900000000000000000e+01
6.000000000000000000e+00,6.900000000000000000e+01,9.000000000000000000e+00,-4.444444444444450859e-02,6.000000000000000000e+00,6.800000000000000000e+01
6.000000000000000000e+00,6.800000000000000000e+01,9.000000000000000000e+00,-3.888888888888891726e-02,6.000000000000000000e+00,6.700000000000000000e+01
6.000000000000000000e+00,6.700000000000000000e+01,9.000000000000000000e+00,-3.333333333333338144e-02,6.000000000000000000e+00,6.600000000000000000e+01
6.000000000000000000e+00,6.600000000000000000e+01,9.000000000000000000e+00,-1.944444444444444475e-01,3.000000000000000000e+00,6.500000000000000000e+01
3.000000000000000000e+00,6.500000000000000000e+01,9.000000000000000000e+00,-1.888888888888889117e-01,3.000000000000000000e+00,6.400000000000000000e+01
3.000000000000000000e+00,6.400000000000000000e+01,9.000000000000000000e+00,-1.833333333333333759e-01,3.000000000000000000e+00,6.300000000000000000e+01
3.000000000000000000e+00,6.300000000000000000e+01,9.000000000000000000e+00,-2.333333333333333370e-01,2.000000000000000000e+00,6.200000000000000000e+01
2.000000000000000000e+00,6.200000000000000000e+01,9.000000000000000000e+00,-2.277777777777778012e-01,2.000000000000000000e+00,6.100000000000000000e+01
2.000000000000000000e+00,6.100000000000000000e+01,9.000000000000000000e+00,-2.222222222222222099e-01,2.000000000000000000e+00,6.000000000000000000e+01
2.000000000000000000e+00,6.000000000000000000e+01,9.000000000000000000e+00,-2.166666666666666741e-01,2.000000000000000000e+00,5.900000000000000000e+01
2.000000000000000000e+00,5.900000000000000000e+01,9.000000000000000000e+00,-1.000000000000000333e-01,4.000000000000000000e+00,5.800000000000000000e+01
4.000000000000000000e+00,5.800000000000000000e+01,9.000000000000000000e+00,1.666666666666666297e-02,6.000000000000000000e+00,5.700000000000000000e+01
6.000000000000000000e+00,5.700000000000000000e+01,9.000000000000000000e+00,-2.555555555555555358e-01,1.000000000000000000e+00,5.600000000000000000e+01
1.000000000000000000e+00,5.600000000000000000e+01,9.000000000000000000e+00,-8.333333333333337034e-02,4.000000000000000000e+00,5.500000000000000000e+01
4.000000000000000000e+00,5.500000000000000000e+01,9.000000000000000000e+00,8.888888888888885065e-02,7.000000000000000000e+00,5.400000000000000000e+01
7.000000000000000000e+00,5.400000000000000000e+01,9.000000000000000000e+00,-1.666666666666671848e-02,5.000000000000000000e+00,5.300000000000000000e+01
5.000000000000000000e+00,5.300000000000000000e+01,9.000000000000000000e+00,-1.777777777777778123e-01,2.000000000000000000e+00,5.200000000000000000e+01
2.000000000000000000e+00,5.200000000000000000e+01,9.000000000000000000e+00,-5.555555555555591329e-03,5.000000000000000000e+00,5.100000000000000000e+01
5.000000000000000000e+00,5.100000000000000000e+01,9.000000000000000000e+00,1.111111111111111049e-01,7.000000000000000000e+00,5.000000000000000000e+01
7.000000000000000000e+00,5.000000000000000000e+01,9.000000000000000000e+00,-1.611111111111111494e-01,2.000000000000000000e+00,4.900000000000000000e+01
2.000000000000000000e+00,4.900000000000000000e+01,9.000000000000000000e+00,-1.555555555555556135e-01,2.000000000000000000e+00,4.800000000000000000e+01
2.000000000000000000e+00,4.800000000000000000e+01,9.000000000000000000e+00,-2.055555555555555747e-01,1.000000000000000000e+00,4.700000000000000000e+01
1.000000000000000000e+00,4.700000000000000000e+01,9.000000000000000000e+00,-8.888888888888893391e-02,3.000000000000000000e+00,4.600000000000000000e+01
3.000000000000000000e+00,4.600000000000000000e+01,9.000000000000000000e+00,2.777777777777779011e-02,5.000000000000000000e+00,4.500000000000000000e+01
